geneID_human	geneID_mouse	humanMouseConnection	diseaseName	DO_ID	OMIM_ID	mouseStrain	mouseMGI_ID	mouseMP_ID	MPnames
6949	FZD9	Fzd9	n				Fzd9<tm1.1Nat>,Fzd9<tm1Lex>,Fzd9<tm1Sjp>,Fzd9<tm1Uta>	MGI:1313278	MP:0005378 MP:0005379 MP:0005384 MP:0005390 MP:0005386 MP:0010768 MP:0005397 MP:0003631 MP:0005387	nervous system phenotype,growth/size/body region phenotype,endocrine/exocrine gland phenotype,cellular phenotype,behavior/neurological phenotype,immune system phenotype,skeleton phenotype,hematopoietic system phenotype,mortality/aging
6950	FZR1	Fzr1	n				Fzr1<Gt(3003)Tgen>,Fzr1<Gt(RRJ067)Byg>,Fzr1<tm1.1(KOMP)Vlcg>,Fzr1<tm1.1Mama>,Fzr1<tm1.1Stge>,Fzr1<tm1.2Stge>,Fzr1<tm1(Fzr1)Shku>,Fzr1<tm1(KOMP)Vlcg>,Fzr1<tm1Mama>	MGI:1926790	MP:0005378 MP:0005384 MP:0005376 MP:0003631 MP:0002006 MP:0010768 MP:0005397 MP:0005385 MP:0005386 MP:0005380	neoplasm,nervous system phenotype,homeostasis/metabolism phenotype,growth/size/body region phenotype,embryo phenotype,cellular phenotype,cardiovascular system phenotype,behavior/neurological phenotype,hematopoietic system phenotype,mortality/aging
6951	G0S2	G0s2	n				G0s2<tm1Jgte>,G0s2<tm1(KOMP)Vlcg>	MGI:1316737	MP:0005367 MP:0005370 MP:0005386 MP:0010771 MP:0005379 MP:0005375 MP:0005376 MP:0005384 MP:0005378	renal/urinary system phenotype,liver/biliary system phenotype,adipose tissue phenotype,homeostasis/metabolism phenotype,growth/size/body region phenotype,endocrine/exocrine gland phenotype,cellular phenotype,behavior/neurological phenotype,integument phenotype
6952	G2E3	G2e3	n				G2e3<em1(IMPC)Tcp>,G2e3<Gt(RRM192)Byg>	MGI:2444298	MP:0005384 MP:0010768	cellular phenotype,mortality/aging
6953	G3BP1	G3bp1	n				G3bp1<tm1a(KOMP)Wtsi>,G3bp1<tm1b(KOMP)Wtsi>,G3bp1<tm1Tazi>	MGI:1351465	MP:0005378 MP:0005382 MP:0005384 MP:0005380 MP:0005388 MP:0005385 MP:0010768 MP:0005371 MP:0003631	nervous system phenotype,limbs/digits/tail phenotype,growth/size/body region phenotype,embryo phenotype,craniofacial phenotype,cellular phenotype,cardiovascular system phenotype,respiratory system phenotype,mortality/aging
6954	G3BP2	G3bp2	n				G3bp2<tm1a(EUCOMM)Wtsi>	MGI:2442040	MP:0010768	mortality/aging
6955	G6PC	G6pc	y	glycogen storage disease I	DOID:2749	OMIM:232200;OMIM:232220;OMIM:232240	G6pc<tm1.1Ics>,G6pc<tm1Jyc>,G6pc<tm2.1Jyc>,G6pc<tm2.2Jyc>,G6pc<tm2Jyc>	MGI:95607	MP:0005378 MP:0005376 MP:0003631 MP:0010768 MP:0002873 MP:0002006 MP:0005370 MP:0005386 MP:0005390 MP:0005367	neoplasm,normal phenotype,nervous system phenotype,renal/urinary system phenotype,liver/biliary system phenotype,homeostasis/metabolism phenotype,growth/size/body region phenotype,behavior/neurological phenotype,skeleton phenotype,mortality/aging
6956	G6PC2	G6pc2	n				G6pc2<tm1.1Pesa>,G6pc2<tm1Lex>	MGI:1277193	MP:0005397 MP:0005387 MP:0005376	homeostasis/metabolism phenotype,immune system phenotype,hematopoietic system phenotype
6957	G6PC3	G6pc3	n				G6pc3<tm1Jyc>,G6pc3<tm1Lex>,G6pc3<tm1Rmob>	MGI:1915651	MP:0010768 MP:0005397 MP:0005387 MP:0005376 MP:0005378 MP:0005379	homeostasis/metabolism phenotype,growth/size/body region phenotype,endocrine/exocrine gland phenotype,immune system phenotype,hematopoietic system phenotype,mortality/aging
6958	G6PD	G6pdx	n				G6pdx<a-m1Neu>,G6pdx<a-m2Neu>,G6pdx<tm1Luz>	MGI:105979	MP:0005384 MP:0005376 MP:0005378 MP:0003631 MP:0005380 MP:0010768 MP:0005397 MP:0005385	nervous system phenotype,homeostasis/metabolism phenotype,growth/size/body region phenotype,embryo phenotype,cellular phenotype,cardiovascular system phenotype,hematopoietic system phenotype,mortality/aging
6959	GAA	Gaa	y	glycogen storage disease II	DOID:2752	OMIM:232300	Gaa<tm1.1Rabn>,Gaa<tm1Rabn>,Gaa<tm1Vdp>,Gaa<tm2Rabn>	MGI:95609	MP:0005369 MP:0005384 MP:0005376 MP:0005385 MP:0005378 MP:0005390 MP:0005386	muscle phenotype,homeostasis/metabolism phenotype,growth/size/body region phenotype,cellular phenotype,cardiovascular system phenotype,behavior/neurological phenotype,skeleton phenotype
6960	GAB1	Gab1	n				Gab1<tm1Ajw>,Gab1<tm1Gsf>,Gab1<tm1Nmoc>,Gab1<tm1Thir>,Gab1<tm1Wbm>,Gab1<tm2Wbm>,Gab1<tm3Wbm>,Gab1<tm4Wbm>,Gab1<tm5Wbm>	MGI:108088	MP:0010771 MP:0005378 MP:0005382 MP:0005369 MP:0005384 MP:0005376 MP:0005386 MP:0005370 MP:0005380 MP:0010768 MP:0005385 MP:0005391 MP:0005381	muscle phenotype,liver/biliary system phenotype,homeostasis/metabolism phenotype,growth/size/body region phenotype,embryo phenotype,digestive/alimentary phenotype,craniofacial phenotype,cellular phenotype,cardiovascular system phenotype,behavior/neurological phenotype,vision/eye phenotype,mortality/aging,integument phenotype
6961	GAB2	Gab2	n				Gab2<tm1Gsf>,Gab2<tm1Hhg>,Gab2<tm1Pngr>,Gab2<tm1Thir>,Gab2<tm2.1Thir>,Gab2<tm3.1Thir>,Gab2<tm4.1Thir>	MGI:1333854	MP:0005387 MP:0005390 MP:0010768 MP:0005385 MP:0005397 MP:0005369 MP:0005384	muscle phenotype,cellular phenotype,cardiovascular system phenotype,immune system phenotype,skeleton phenotype,hematopoietic system phenotype,mortality/aging
6962	GAB3	Gab3	n				Gab3<tm1Lrr>	MGI:2387324	MP:0002873	normal phenotype
6963	GABARAP	Gabarap	n				Gabarap<Gt(OST28330)Lex>,Gabarap<Gt(OST31915)Lex>	MGI:1861742	MP:0002873	normal phenotype
6964	GABARAPL1	Gabarapl1	n				Gabarapl1<em1(IMPC)J>	MGI:1914980		
6965	GABARAPL2	Gabarapl2	n				Gabarapl2<tm1a(EUCOMM)Hmgu>,Gabarapl2<tm1b(EUCOMM)Hmgu>	MGI:1890602	MP:0005376 MP:0010768	homeostasis/metabolism phenotype,mortality/aging
6966	GABBR1	Gabbr1	n				Gabbr1<Gt(KST229)Byg>,Gabbr1<tm1a(KOMP)Wtsi>,Gabbr1<tm1Aztc>,Gabbr1<tm1Bet>,Gabbr1<tm1Dgen>,Gabbr1<tm1Pngl>,Gabbr1<tm2.1Bet>,Gabbr1<tm2Bet>,Gabbr1<tm3Bet>,Gabbr1<tm4Bet>	MGI:1860139	MP:0003631 MP:0005386 MP:0010768 MP:0005389 MP:0005375 MP:0005376 MP:0010771 MP:0005378	nervous system phenotype,adipose tissue phenotype,homeostasis/metabolism phenotype,growth/size/body region phenotype,behavior/neurological phenotype,reproductive system phenotype,mortality/aging,integument phenotype
6967	GABBR2	Gabbr2	n				Gabbr2<tm1.1Stmo>,Gabbr2<tm1Arca>,Gabbr2<tm1Bet>,Gabbr2<tm2.1Bet>	MGI:2386030	MP:0010771 MP:0005378 MP:0005376 MP:0010768 MP:0005386 MP:0003631	nervous system phenotype,homeostasis/metabolism phenotype,growth/size/body region phenotype,behavior/neurological phenotype,mortality/aging,integument phenotype
6968	GABPA	Gabpa	n				Gabpa<em2(IMPC)Mbp>,Gabpa<Gt(XH074)Byg>,Gabpa<Gt(XH185)Byg>,Gabpa<tm1.1Sjb>,Gabpa<tm1Agro>,Gabpa<tm1Pjh>,Gabpa<tm1Rist>,Gabpa<tm1Sjb>	MGI:95610	MP:0005379 MP:0005378 MP:0005384 MP:0005376 MP:0003631 MP:0010768 MP:0002873 MP:0005397 MP:0005387	normal phenotype,nervous system phenotype,homeostasis/metabolism phenotype,growth/size/body region phenotype,endocrine/exocrine gland phenotype,cellular phenotype,immune system phenotype,hematopoietic system phenotype,mortality/aging
6969	GABPB1	Gabpb1	n				Gabpb1<tm1Hhx>,Gabpb1<tm2Hhx>	MGI:95611	MP:0005386 MP:0010768	behavior/neurological phenotype,mortality/aging
6970	GABPB2	Gabpb2	n				Gabpb2<Gt(RRJ488)Byg>	MGI:95612	MP:0005397 MP:0005387	immune system phenotype,hematopoietic system phenotype
6971	GABRA1	Gabra1	y	idiopathic generalized epilepsy	DOID:1827	OMIM:600669;OMIM:604827;OMIM:606972;OMIM:607628;OMIM:607682;OMIM:608762;OMIM:609750;OMIM:611136;OMIM:611934;OMIM:612899;OMIM:613060;OMIM:614847;OMIM:616685	Gabra1<tm1.1Geh>,Gabra1<tm1.1Krmr>,Gabra1<tm1.1Mjga>,Gabra1<tm1.1Twr>,Gabra1<tm1.1Uru>,Gabra1<tm1Geh>,Gabra1<tm1Mjga>,Gabra1<tm1Rmck>,Gabra1<tm1Twr>,Gabra1<tm1Uru>,Gabra1<tm2.1Geh>,Gabra1<tm2Geh>,Gabra1<tm3.1Geh>,Gabra1<tm3Geh>,Gabra1<tm4Geh>	MGI:95613	MP:0003631 MP:0010768 MP:0002873 MP:0005389 MP:0005386 MP:0005376 MP:0005369 MP:0005378	normal phenotype,nervous system phenotype,muscle phenotype,homeostasis/metabolism phenotype,growth/size/body region phenotype,behavior/neurological phenotype,reproductive system phenotype,mortality/aging
6972	GABRA2	Gabra2	n				Gabra2<em1(IMPC)H>,Gabra2<tm1.1Geh>,Gabra2<tm1.1Uru>,Gabra2<tm1Dias>,Gabra2<tm1Dns>,Gabra2<tm1Uru>,Gabra2<tm2.1Uru>,Gabra2<tm2.2Uru>	MGI:95614	MP:0005376 MP:0010768 MP:0010771 MP:0003631 MP:0005386	nervous system phenotype,homeostasis/metabolism phenotype,behavior/neurological phenotype,mortality/aging,integument phenotype
6973	GABRA3	Gabra3	n				Gabra3<tm1.1Uru>,Gabra3<tm1Dgen>,Gabra3<tm1Uru>,Gabra3<tm2Uru>	MGI:95615	MP:0005386 MP:0003631	nervous system phenotype,behavior/neurological phenotype
6974	GABRA4	Gabra4	n				Gabra4<tm1.1Geh>,Gabra4<tm1.2Geh>,Gabra4<tm1Dgen>	MGI:95616	MP:0002873 MP:0005386 MP:0003631 MP:0010771	normal phenotype,nervous system phenotype,behavior/neurological phenotype,integument phenotype
6975	GABRA5	Gabra5	n				Gabra5<tm1.1Uru>,Gabra5<tm1Twr>,Gabra5<tm1Uru>,Gabra5<tm2.1Uru>,Gabra5<tm2.2Uru>	MGI:95617	MP:0005386 MP:0005377 MP:0003631 MP:0005390	nervous system phenotype,hearing/vestibular/ear phenotype,behavior/neurological phenotype,skeleton phenotype
6976	GABRA6	Gabra6	n				Gabra6<tm1Geh>,Gabra6<tm1Wwis>,Gabra6<tm2(cre)Wwis>	MGI:95618	MP:0002873 MP:0005386 MP:0003631 MP:0005377 MP:0005376	normal phenotype,nervous system phenotype,homeostasis/metabolism phenotype,hearing/vestibular/ear phenotype,behavior/neurological phenotype
6977	GABRB1	Gabrb1	n				Gabrb1<m1Qnma>,Gabrb1<m2Qnma>,Gabrb1<tm1b(KOMP)Wtsi>	MGI:95619	MP:0005376 MP:0005379 MP:0005378 MP:0005389 MP:0003631 MP:0005386	nervous system phenotype,homeostasis/metabolism phenotype,growth/size/body region phenotype,endocrine/exocrine gland phenotype,behavior/neurological phenotype,reproductive system phenotype
6978	GABRB2	Gabrb2	n				Gabrb2<tm1.1Twr>,Gabrb2<tm1Kwa>,Gabrb2<tm1Twr>	MGI:95620	MP:0005390 MP:0003631 MP:0005377 MP:0005386	nervous system phenotype,hearing/vestibular/ear phenotype,behavior/neurological phenotype,skeleton phenotype
6979	GABRB3	Gabrb3	n				Gabrb3<tm1Geh>,Gabrb3<tm1Uru>,Gabrb3<tm2.1Geh>,Gabrb3<tm2.1Uru>,Gabrb3<tm2.2Geh>,Gabrb3<tm2Geh>,Gabrb3<tm2Uru>	MGI:95621	MP:0005382 MP:0005378 MP:0005389 MP:0005381 MP:0003631 MP:0005377 MP:0005390 MP:0005386 MP:0002873 MP:0010768	normal phenotype,nervous system phenotype,hearing/vestibular/ear phenotype,growth/size/body region phenotype,digestive/alimentary phenotype,craniofacial phenotype,behavior/neurological phenotype,reproductive system phenotype,skeleton phenotype,mortality/aging
6980	GABRD	Gabrd	n				Gabrd<tm1.1Jmag>,Gabrd<tm1Geh>	MGI:95622	MP:0005386 MP:0005389 MP:0010768 MP:0003631	nervous system phenotype,behavior/neurological phenotype,reproductive system phenotype,mortality/aging
6981	GABRE	Gabre	n				Gabre<em1(IMPC)H>,Gabre<em2(IMPC)H>,Gabre<em3(IMPC)H>	MGI:1330235		
6982	GABRG1	Gabrg1	n					MGI:103156		
6983	GABRG2	Gabrg2	n				Gabrg2<tm1.1(Gabrg2)Wwis>,Gabrg2<tm1.1Jqk>,Gabrg2<tm1.1Stmo>,Gabrg2<tm1Dc>,Gabrg2<tm1Geh>,Gabrg2<tm1Lusc>,Gabrg2<tm1Spet>,Gabrg2<tm1Wul>,Gabrg2<tm2.1Geh>,Gabrg2<tm2Geh>,Gabrg2<tm2Lusc>,Gabrg2<tm2Spet>	MGI:95623	MP:0005378 MP:0005376 MP:0005386 MP:0005389 MP:0010768 MP:0002873 MP:0003631	normal phenotype,nervous system phenotype,homeostasis/metabolism phenotype,growth/size/body region phenotype,behavior/neurological phenotype,reproductive system phenotype,mortality/aging
6984	GABRG3	Gabrg3	n				Gabrg3<em1(IMPC)J>	MGI:95624		
6985	GABRP	Gabrp	n				Gabrp<tm1Dgen>	MGI:2387597	MP:0002873	normal phenotype
6986	GABRQ	Gabrq	n				Gabrq<tm1Dgen>	MGI:1888498	MP:0003631	nervous system phenotype
6987	GABRR1	Gabrr1	n				Gabrr1<em1Rah>,Gabrr1<tm1Llu>,Gabrr1<tm1Nsp>	MGI:95625	MP:0005391 MP:0003631 MP:0005386 MP:0005394 MP:0010771	nervous system phenotype,behavior/neurological phenotype,vision/eye phenotype,taste/olfaction phenotype,integument phenotype
6988	GABRR2	Gabrr2	n				Gabrr2<tm1a(KOMP)Wtsi>,Gabrr2<tm1b(KOMP)Wtsi>	MGI:95626	MP:0005379 MP:0005389 MP:0005385	endocrine/exocrine gland phenotype,cardiovascular system phenotype,reproductive system phenotype
6989	GABRR3	Gabrr3	n				Gabrr3<em1(IMPC)J>	MGI:3588203		
6990	GAD1	Gad1	n				Gad1<tm1.1Bgc>,Gad1<tm1.1Rpa>,Gad1<tm1.1Tama>,Gad1<tm1.1(tTA2)Kftnk>,Gad1<tm1(cre)Tama>,Gad1<tm1(Gria2)Mony>,Gad1<tm1Mrc>,Gad1<tm1Oba>,Gad1<tm1Rpa>,Gad1<tm1Tama>,Gad1<tm1Zjh>,Gad1<tm2(cre)Mony>,Gad1<tm2(cre)Tama>,Gad1<tm2Oba>	MGI:95632	MP:0005384 MP:0005376 MP:0005382 MP:0005378 MP:0005394 MP:0005380 MP:0005386 MP:0005388 MP:0005390 MP:0005371 MP:0003631 MP:0005381 MP:0002873 MP:0010768	normal phenotype,nervous system phenotype,limbs/digits/tail phenotype,homeostasis/metabolism phenotype,growth/size/body region phenotype,embryo phenotype,digestive/alimentary phenotype,craniofacial phenotype,cellular phenotype,behavior/neurological phenotype,respiratory system phenotype,skeleton phenotype,taste/olfaction phenotype,mortality/aging
6991	GAD2	Gad2	n				Gad2<tm1.1(cre/ERT2)Gmbk>,Gad2<tm1.1(flpo)Jnb>,Gad2<tm1.1Ksvo>,Gad2<tm1.1Rpa>,Gad2<tm1a(EUCOMM)Wtsi>,Gad2<tm1Bae>,Gad2<tm1b(EUCOMM)Wtsi>,Gad2<tm1(cre/ERT2)Zjh>,Gad2<tm1Miya>,Gad2<tm1Oba>,Gad2<tm1Rpa>,Gad2<tm2(cre)Zjh>	MGI:95634	MP:0005382 MP:0005369 MP:0005376 MP:0005379 MP:0005389 MP:0010768 MP:0002873 MP:0005378 MP:0003631 MP:0005381 MP:0005387 MP:0005388 MP:0005386	normal phenotype,nervous system phenotype,muscle phenotype,homeostasis/metabolism phenotype,growth/size/body region phenotype,endocrine/exocrine gland phenotype,digestive/alimentary phenotype,craniofacial phenotype,behavior/neurological phenotype,immune system phenotype,respiratory system phenotype,reproductive system phenotype,mortality/aging
6992	GADD45A	Gadd45a	n				Gadd45a<tm1Ajf>	MGI:107799	MP:0005380 MP:0002006 MP:0005397 MP:0005385 MP:0005389 MP:0010768 MP:0003631 MP:0005367 MP:0005387 MP:0005376 MP:0005384 MP:0005379 MP:0005378 MP:0010771	neoplasm,nervous system phenotype,renal/urinary system phenotype,homeostasis/metabolism phenotype,growth/size/body region phenotype,endocrine/exocrine gland phenotype,embryo phenotype,cellular phenotype,cardiovascular system phenotype,immune system phenotype,reproductive system phenotype,hematopoietic system phenotype,mortality/aging,integument phenotype
6993	GADD45B	Gadd45b	n				Gadd45b<tm1Daa>,Gadd45b<tm1Flv>	MGI:107776	MP:0005384 MP:0005367 MP:0005387 MP:0005397	renal/urinary system phenotype,cellular phenotype,immune system phenotype,hematopoietic system phenotype
6994	GADD45G	Gadd45g	n				Gadd45g<tm1Flv>,Gadd45g<tm1Jni>,Gadd45g<tm1Mhol>	MGI:1346325	MP:0005384 MP:0005376 MP:0005379 MP:0005375 MP:0005367 MP:0005387 MP:0005389 MP:0005397	renal/urinary system phenotype,adipose tissue phenotype,homeostasis/metabolism phenotype,endocrine/exocrine gland phenotype,cellular phenotype,immune system phenotype,reproductive system phenotype,hematopoietic system phenotype
6995	GADD45GIP1	Gadd45gip1	n				Gadd45gip1<tm1Kong>,Gadd45gip1<tm2Kong>	MGI:1914947	MP:0005379 MP:0005378 MP:0005384 MP:0005376 MP:0005380 MP:0010768 MP:0005381	homeostasis/metabolism phenotype,growth/size/body region phenotype,endocrine/exocrine gland phenotype,embryo phenotype,digestive/alimentary phenotype,cellular phenotype,mortality/aging
6996	GADL1	Gadl1	n					MGI:1920998		
6997	GAK	Gak	n				Gak<tm1Legr>,Gak<tm1Noj>,Gak<tm2Legr>	MGI:2442153	MP:0005378 MP:0010771 MP:0005379 MP:0005376 MP:0005384 MP:0005386 MP:0005370 MP:0005388 MP:0002873 MP:0010768 MP:0003631	normal phenotype,nervous system phenotype,liver/biliary system phenotype,homeostasis/metabolism phenotype,growth/size/body region phenotype,endocrine/exocrine gland phenotype,cellular phenotype,behavior/neurological phenotype,respiratory system phenotype,mortality/aging,integument phenotype
6998	GAL	Gal	n				Gal<tm1a(KOMP)Wtsi>,Gal<tm1b(KOMP)Wtsi>,Gal<tm1(cre)Hmun>,Gal<tm1Wyn>	MGI:95637	MP:0005379 MP:0010771 MP:0005378 MP:0005384 MP:0005376 MP:0003631 MP:0005389 MP:0005386	nervous system phenotype,homeostasis/metabolism phenotype,growth/size/body region phenotype,endocrine/exocrine gland phenotype,cellular phenotype,behavior/neurological phenotype,reproductive system phenotype,integument phenotype
6999	GAL3ST1	Gal3st1	n				Gal3st1<tm1.1Hjg>,Gal3st1<tm1Kho>	MGI:1858277	MP:0003631 MP:0005367 MP:0005386 MP:0005389 MP:0005379 MP:0005376 MP:0005384	nervous system phenotype,renal/urinary system phenotype,homeostasis/metabolism phenotype,endocrine/exocrine gland phenotype,cellular phenotype,behavior/neurological phenotype,reproductive system phenotype
7000	GAL3ST2	Gal3st2	n					MGI:2685834		
7001	GAL3ST2	Gal3st2b	n					MGI:3711964		
7002	GAL3ST2	Gal3st2c	n					MGI:3646771		
7003	GAL3ST2	Gal3st2	n					MGI:2685834		
7004	GAL3ST2	Gal3st2b	n					MGI:3711964		
7005	GAL3ST2	Gal3st2c	n					MGI:3646771		
7006	GAL3ST2	Gal3st2	n					MGI:2685834		
7007	GAL3ST2	Gal3st2b	n					MGI:3711964		
7008	GAL3ST2	Gal3st2c	n					MGI:3646771		
7009	GAL3ST3	Gal3st3	n				Gal3st3<Gt(OST298260)Lex>	MGI:3617843		
7010	GAL3ST4	Gal3st4	n					MGI:1916254		
7011	GALC	Galc	y	Krabbe disease	DOID:10587	OMIM:245200	Galc<M1Btlr>,Galc<tm1b(KOMP)Wtsi>,Galc<tm1c(KOMP)Wtsi>,Galc<tm1Wngr>,Galc<twi>,Galc<twi-2J>,Galc<twi-3J>,Galc<twi-4J>,Galc<twi-5J>	MGI:95636	MP:0005378 MP:0005382 MP:0005369 MP:0005384 MP:0005387 MP:0005376 MP:0005370 MP:0005386 MP:0010768 MP:0005397 MP:0005385 MP:0005371 MP:0003631 MP:0005390 MP:0005367	nervous system phenotype,renal/urinary system phenotype,muscle phenotype,liver/biliary system phenotype,limbs/digits/tail phenotype,homeostasis/metabolism phenotype,growth/size/body region phenotype,craniofacial phenotype,cellular phenotype,cardiovascular system phenotype,behavior/neurological phenotype,immune system phenotype,skeleton phenotype,hematopoietic system phenotype,mortality/aging
7012	GALE	Gale	n					MGI:1921496		
7013	GALK1	Galk1	n				Galk1<tm1Stb>	MGI:95730	MP:0005391 MP:0005376	homeostasis/metabolism phenotype,vision/eye phenotype
7014	GALK2	Galk2	n				Galk2<Gt(OST368572)Lex>,Galk2<tm1a(EUCOMM)Hmgu>,Galk2<tm1b(EUCOMM)Hmgu>	MGI:1917226	MP:0005386 MP:0005367 MP:0005376	renal/urinary system phenotype,homeostasis/metabolism phenotype,behavior/neurological phenotype
7015	GALM	Galm	n					MGI:2442420		
7016	GALNS	Galns	y	mucopolysaccharidosis IV	DOID:12804	OMIM:253000;OMIM:253010	Galns<tm1Toma>,Galns<tm2(GALNS)Toma>,Galns<tm3Toma>	MGI:1355303	MP:0005367 MP:0005390 MP:0005391 MP:0005376 MP:0005384	renal/urinary system phenotype,homeostasis/metabolism phenotype,cellular phenotype,skeleton phenotype,vision/eye phenotype
7017	GALNT1	Galnt1	n				Galnt1<Gt(OST222708)Lex>,Galnt1<tm1.1Jxm>,Galnt1<tm1Jxm>	MGI:894693	MP:0005384 MP:0005376 MP:0010768 MP:0002873 MP:0005397 MP:0005387	normal phenotype,homeostasis/metabolism phenotype,cellular phenotype,immune system phenotype,hematopoietic system phenotype,mortality/aging
7018	GALNT10	Galnt10	n				Galnt10<Gt(OST354785)Lex>	MGI:1890480	MP:0002873	normal phenotype
7019	GALNT11	Galnt11	n					MGI:2444392		
7020	GALNT12	Galnt12	n				Galnt12<em1(IMPC)J>,Galnt12<tm1.1Cfg>,Galnt12<tm1.2Cfg>	MGI:2444664		
7021	GALNT13	Galnt13	n				Galnt13<tm1Jxm>	MGI:2139447	MP:0002873	normal phenotype
7022	GALNT14	Galnt14	n				Galnt14<tm1Lex>	MGI:1918935	MP:0005386	behavior/neurological phenotype
7023	GALNT15	Galnt15	n					MGI:1926004		
7024	GALNT16	Galnt16	n				Galnt16<Gt(OST125210)Lex>	MGI:1917754		
7025	GALNT17	Galnt17	n				Galnt17<tm1.1(KOMP)Vlcg>,Galnt17<tm1(KOMP)Vlcg>	MGI:2137594	MP:0005386 MP:0005371 MP:0005390	limbs/digits/tail phenotype,behavior/neurological phenotype,skeleton phenotype
7026	GALNT18	Galnt18	n				Galnt18<tm1a(KOMP)Wtsi>,Galnt18<tm1b(KOMP)Wtsi>	MGI:2446239	MP:0005387 MP:0005397 MP:0005376	homeostasis/metabolism phenotype,immune system phenotype,hematopoietic system phenotype
7027	GALNT2	Galnt2	n				Galnt2<Gt(IST11819C7)Tigm>	MGI:894694		
7028	GALNT3	Galnt3	y	hyperphosphatemic familial tumoral calcinosis	DOID:0111063	OMIM:211900	Galnt3<tcal>,Galnt3<tm1.1Cfg>,Galnt3<tm1Mjec>	MGI:894695	MP:0005382 MP:0005369 MP:0005384 MP:0005376 MP:0005379 MP:0005389 MP:0010771 MP:0005397 MP:0005385 MP:0005378 MP:0005371 MP:0005381 MP:0005367 MP:0005390 MP:0005387	renal/urinary system phenotype,muscle phenotype,limbs/digits/tail phenotype,homeostasis/metabolism phenotype,growth/size/body region phenotype,endocrine/exocrine gland phenotype,digestive/alimentary phenotype,craniofacial phenotype,cellular phenotype,cardiovascular system phenotype,immune system phenotype,reproductive system phenotype,skeleton phenotype,hematopoietic system phenotype,integument phenotype
7029	GALNT4	Galnt4	n				Galnt4<tm1Tabk>	MGI:894692	MP:0002873	normal phenotype
7030	GALNT5	Galnt5	n				Galnt5<tm1Tabk>	MGI:2179403	MP:0002873	normal phenotype
7031	GALNT6	Galnt6	n				Galnt6<Gt(OST334737)Lex>	MGI:1891640		
7032	GALNT7	Galnt7	n					MGI:1349449		
7033	GALNT9	Galnt9	n					MGI:2677965		
7034	GALNTL5	Galntl5	n				Galntl5<tm1a(KOMP)Wtsi>,Galntl5<tm1b(KOMP)Wtsi>,Galntl5<tm1Nari>	MGI:1915159	MP:0005386 MP:0005389	behavior/neurological phenotype,reproductive system phenotype
7035	GALNTL6	Galntl6	n					MGI:1913581		
7036	GALP	Galp	n				Galp<tm1a(EUCOMM)Wtsi>,Galp<tm1b(EUCOMM)Wtsi>,Galp<tm1Lex>,Galp<tm1Stei>	MGI:2663979	MP:0005379 MP:0005378 MP:0005376 MP:0005389 MP:0005386	homeostasis/metabolism phenotype,growth/size/body region phenotype,endocrine/exocrine gland phenotype,behavior/neurological phenotype,reproductive system phenotype
7037	GALR1	Galr1	n				Galr1<tm1.1Wyn>,Galr1<tm1Dgen>,Galr1<tm1Tpi>	MGI:1096364	MP:0003631 MP:0002873 MP:0005386	normal phenotype,nervous system phenotype,behavior/neurological phenotype
7038	GALR2	Galr2	n				Galr2<Gt1Stei>,Galr2<Gt(OST105469)Lex>,Galr2<tm1.1Wyn>,Galr2<tm1Dgen>	MGI:1337018	MP:0010771 MP:0003631 MP:0005397 MP:0005386 MP:0005387	nervous system phenotype,behavior/neurological phenotype,immune system phenotype,hematopoietic system phenotype,integument phenotype
7039	GALR3	Galr3	n				Galr3<em2(IMPC)Mbp>,Galr3<tm1Lex>	MGI:1329003	MP:0005376 MP:0005386	homeostasis/metabolism phenotype,behavior/neurological phenotype
7040	GALT	Galt	n				Galt<Gt(E285B04)Wrst>,Galt<tm1Sgl>	MGI:95638	MP:0005376	homeostasis/metabolism phenotype
7041	GAMT	Gamt	y	guanidinoacetate methyltransferase deficiency	DOID:0050799	OMIM:612736	Gamt<tm1Isb>	MGI:1098221	MP:0005386 MP:0010768 MP:0005389 MP:0005376 MP:0005367 MP:0005378 MP:0005375 MP:0005379 MP:0005384	renal/urinary system phenotype,adipose tissue phenotype,homeostasis/metabolism phenotype,growth/size/body region phenotype,endocrine/exocrine gland phenotype,cellular phenotype,behavior/neurological phenotype,reproductive system phenotype,mortality/aging
7042	GAN	Gan	y	giant axonal neuropathy 1	DOID:0090068	OMIM:256850	Gan<tm1Jpj>,Gan<tm1Yany>	MGI:1890619	MP:0003631 MP:0005386 MP:0005378 MP:0010768 MP:0005369 MP:0005384	nervous system phenotype,muscle phenotype,growth/size/body region phenotype,cellular phenotype,behavior/neurological phenotype,mortality/aging
7043	GANAB	Ganab	n				Ganab<Gt(OST222573)Lex>	MGI:1097667		
7044	GANC	Ganc	n					MGI:1923301		
7045	GAP43	Gap43	n				Gap43<tm1a(EUCOMM)Wtsi>,Gap43<tm1Kmr>,Gap43<tm1Mcf>,Gap43<tm2(EGFP/cre/ERT2)Wtsi>	MGI:95639	MP:0005378 MP:0005384 MP:0010768 MP:0005391 MP:0003631	nervous system phenotype,growth/size/body region phenotype,cellular phenotype,vision/eye phenotype,mortality/aging
